date,route_id,origin,destination,cargo_type,vessel_type,freight_rate_usd_mt,distance_nm,data_source,is_synthetic
2022-06-17,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.56,4800,DEMO_DATA,True
2022-06-18,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.06,4800,DEMO_DATA,True
2022-06-19,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.89,4800,DEMO_DATA,True
2022-06-20,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.39,4800,DEMO_DATA,True
2022-06-21,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.08,4800,DEMO_DATA,True
2022-06-22,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.32,4800,DEMO_DATA,True
2022-06-23,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.02,4800,DEMO_DATA,True
2022-06-24,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.05,4800,DEMO_DATA,True
2022-06-25,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.79,4800,DEMO_DATA,True
2022-06-26,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.95,4800,DEMO_DATA,True
2022-06-27,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.15,4800,DEMO_DATA,True
2022-06-28,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.85,4800,DEMO_DATA,True
2022-06-29,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.98,4800,DEMO_DATA,True
2022-06-30,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.16,4800,DEMO_DATA,True
2022-07-01,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.0,4800,DEMO_DATA,True
2022-07-02,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.57,4800,DEMO_DATA,True
2022-07-03,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.1,4800,DEMO_DATA,True
2022-07-04,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.48,4800,DEMO_DATA,True
2022-07-05,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.48,4800,DEMO_DATA,True
2022-07-06,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.63,4800,DEMO_DATA,True
2022-07-07,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.47,4800,DEMO_DATA,True
2022-07-08,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.42,4800,DEMO_DATA,True
2022-07-09,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.19,4800,DEMO_DATA,True
2022-07-10,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.25,4800,DEMO_DATA,True
2022-07-11,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.81,4800,DEMO_DATA,True
2022-07-12,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.99,4800,DEMO_DATA,True
2022-07-13,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.92,4800,DEMO_DATA,True
2022-07-14,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.06,4800,DEMO_DATA,True
2022-07-15,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.06,4800,DEMO_DATA,True
2022-07-16,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.77,4800,DEMO_DATA,True
2022-07-17,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.86,4800,DEMO_DATA,True
2022-07-18,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.2,4800,DEMO_DATA,True
2022-07-19,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.34,4800,DEMO_DATA,True
2022-07-20,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.38,4800,DEMO_DATA,True
2022-07-21,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.39,4800,DEMO_DATA,True
2022-07-22,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.55,4800,DEMO_DATA,True
2022-07-23,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.43,4800,DEMO_DATA,True
2022-07-24,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.24,4800,DEMO_DATA,True
2022-07-25,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.09,4800,DEMO_DATA,True
2022-07-26,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.29,4800,DEMO_DATA,True
2022-07-27,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.46,4800,DEMO_DATA,True
2022-07-28,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.53,4800,DEMO_DATA,True
2022-07-29,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.64,4800,DEMO_DATA,True
2022-07-30,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.54,4800,DEMO_DATA,True
2022-07-31,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.58,4800,DEMO_DATA,True
2022-08-01,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.65,4800,DEMO_DATA,True
2022-08-02,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.74,4800,DEMO_DATA,True
2022-08-03,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.59,4800,DEMO_DATA,True
2022-08-04,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.63,4800,DEMO_DATA,True
2022-08-05,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.65,4800,DEMO_DATA,True
2022-08-06,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.4,4800,DEMO_DATA,True
2022-08-07,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,7.98,4800,DEMO_DATA,True
2022-08-08,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,8.23,4800,DEMO_DATA,True
2022-08-09,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,8.32,4800,DEMO_DATA,True
2022-08-10,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,8.37,4800,DEMO_DATA,True
2022-08-11,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,8.27,4800,DEMO_DATA,True
2022-08-12,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.3,4800,DEMO_DATA,True
2022-08-13,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.21,4800,DEMO_DATA,True
2022-08-14,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.33,4800,DEMO_DATA,True
2022-08-15,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.56,4800,DEMO_DATA,True
2022-08-16,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.64,4800,DEMO_DATA,True
2022-08-17,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.76,4800,DEMO_DATA,True
2022-08-18,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.01,4800,DEMO_DATA,True
2022-08-19,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.06,4800,DEMO_DATA,True
2022-08-20,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.92,4800,DEMO_DATA,True
2022-08-21,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.09,4800,DEMO_DATA,True
2022-08-22,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.32,4800,DEMO_DATA,True
2022-08-23,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.17,4800,DEMO_DATA,True
2022-08-24,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.15,4800,DEMO_DATA,True
2022-08-25,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.11,4800,DEMO_DATA,True
2022-08-26,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.19,4800,DEMO_DATA,True
2022-08-27,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.05,4800,DEMO_DATA,True
2022-08-28,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.0,4800,DEMO_DATA,True
2022-08-29,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.1,4800,DEMO_DATA,True
2022-08-30,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.05,4800,DEMO_DATA,True
2022-08-31,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.94,4800,DEMO_DATA,True
2022-09-01,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.67,4800,DEMO_DATA,True
2022-09-02,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.34,4800,DEMO_DATA,True
2022-09-03,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.06,4800,DEMO_DATA,True
2022-09-04,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.01,4800,DEMO_DATA,True
2022-09-05,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.41,4800,DEMO_DATA,True
2022-09-06,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.58,4800,DEMO_DATA,True
2022-09-07,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.64,4800,DEMO_DATA,True
2022-09-08,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.64,4800,DEMO_DATA,True
2022-09-09,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.8,4800,DEMO_DATA,True
2022-09-10,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.65,4800,DEMO_DATA,True
2022-09-11,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.77,4800,DEMO_DATA,True
2022-09-12,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.03,4800,DEMO_DATA,True
2022-09-13,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.98,4800,DEMO_DATA,True
2022-09-14,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.03,4800,DEMO_DATA,True
2022-09-15,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.98,4800,DEMO_DATA,True
2022-09-16,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.93,4800,DEMO_DATA,True
2022-09-17,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.67,4800,DEMO_DATA,True
2022-09-18,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.77,4800,DEMO_DATA,True
2022-09-19,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.01,4800,DEMO_DATA,True
2022-09-20,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.12,4800,DEMO_DATA,True
2022-09-21,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.15,4800,DEMO_DATA,True
2022-09-22,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.99,4800,DEMO_DATA,True
2022-09-23,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.97,4800,DEMO_DATA,True
2022-09-24,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.74,4800,DEMO_DATA,True
2022-09-25,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.72,4800,DEMO_DATA,True
2022-09-26,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.97,4800,DEMO_DATA,True
2022-09-27,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.76,4800,DEMO_DATA,True
2022-09-28,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,9.86,4800,DEMO_DATA,True
2022-09-29,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.01,4800,DEMO_DATA,True
2022-09-30,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.01,4800,DEMO_DATA,True
2022-10-01,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.07,4800,DEMO_DATA,True
2022-10-02,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.39,4800,DEMO_DATA,True
2022-10-03,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.54,4800,DEMO_DATA,True
2022-10-04,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.39,4800,DEMO_DATA,True
2022-10-05,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.45,4800,DEMO_DATA,True
2022-10-06,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.41,4800,DEMO_DATA,True
2022-10-07,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.68,4800,DEMO_DATA,True
2022-10-08,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.32,4800,DEMO_DATA,True
2022-10-09,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.54,4800,DEMO_DATA,True
2022-10-10,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.79,4800,DEMO_DATA,True
2022-10-11,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.65,4800,DEMO_DATA,True
2022-10-12,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.49,4800,DEMO_DATA,True
2022-10-13,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.72,4800,DEMO_DATA,True
2022-10-14,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.75,4800,DEMO_DATA,True
2022-10-15,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.39,4800,DEMO_DATA,True
2022-10-16,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.27,4800,DEMO_DATA,True
2022-10-17,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.48,4800,DEMO_DATA,True
2022-10-18,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.69,4800,DEMO_DATA,True
2022-10-19,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.74,4800,DEMO_DATA,True
2022-10-20,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.56,4800,DEMO_DATA,True
2022-10-21,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.47,4800,DEMO_DATA,True
2022-10-22,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.42,4800,DEMO_DATA,True
2022-10-23,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.3,4800,DEMO_DATA,True
2022-10-24,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.51,4800,DEMO_DATA,True
2022-10-25,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.84,4800,DEMO_DATA,True
2022-10-26,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.81,4800,DEMO_DATA,True
2022-10-27,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.33,4800,DEMO_DATA,True
2022-10-28,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.2,4800,DEMO_DATA,True
2022-10-29,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.75,4800,DEMO_DATA,True
2022-10-30,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.89,4800,DEMO_DATA,True
2022-10-31,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,14.16,4800,DEMO_DATA,True
2022-11-01,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.04,4800,DEMO_DATA,True
2022-11-02,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.21,4800,DEMO_DATA,True
2022-11-03,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.21,4800,DEMO_DATA,True
2022-11-04,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.95,4800,DEMO_DATA,True
2022-11-05,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.17,4800,DEMO_DATA,True
2022-11-06,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.23,4800,DEMO_DATA,True
2022-11-07,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.45,4800,DEMO_DATA,True
2022-11-08,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.32,4800,DEMO_DATA,True
2022-11-09,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.02,4800,DEMO_DATA,True
2022-11-10,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.34,4800,DEMO_DATA,True
2022-11-11,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.34,4800,DEMO_DATA,True
2022-11-12,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.21,4800,DEMO_DATA,True
2022-11-13,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.09,4800,DEMO_DATA,True
2022-11-14,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.08,4800,DEMO_DATA,True
2022-11-15,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.1,4800,DEMO_DATA,True
2022-11-16,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.13,4800,DEMO_DATA,True
2022-11-17,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.1,4800,DEMO_DATA,True
2022-11-18,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.03,4800,DEMO_DATA,True
2022-11-19,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.08,4800,DEMO_DATA,True
2022-11-20,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.18,4800,DEMO_DATA,True
2022-11-21,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.29,4800,DEMO_DATA,True
2022-11-22,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.11,4800,DEMO_DATA,True
2022-11-23,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.32,4800,DEMO_DATA,True
2022-11-24,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.39,4800,DEMO_DATA,True
2022-11-25,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.28,4800,DEMO_DATA,True
2022-11-26,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.94,4800,DEMO_DATA,True
2022-11-27,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.96,4800,DEMO_DATA,True
2022-11-28,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.23,4800,DEMO_DATA,True
2022-11-29,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.18,4800,DEMO_DATA,True
2022-11-30,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.21,4800,DEMO_DATA,True
2022-12-01,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.26,4800,DEMO_DATA,True
2022-12-02,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.3,4800,DEMO_DATA,True
2022-12-03,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.26,4800,DEMO_DATA,True
2022-12-04,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.11,4800,DEMO_DATA,True
2022-12-05,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.42,4800,DEMO_DATA,True
2022-12-06,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.39,4800,DEMO_DATA,True
2022-12-07,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.39,4800,DEMO_DATA,True
2022-12-08,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.44,4800,DEMO_DATA,True
2022-12-09,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.35,4800,DEMO_DATA,True
2022-12-10,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.54,4800,DEMO_DATA,True
2022-12-11,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.6,4800,DEMO_DATA,True
2022-12-12,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.86,4800,DEMO_DATA,True
2022-12-13,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.63,4800,DEMO_DATA,True
2022-12-14,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.53,4800,DEMO_DATA,True
2022-12-15,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.56,4800,DEMO_DATA,True
2022-12-16,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.59,4800,DEMO_DATA,True
2022-12-17,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.44,4800,DEMO_DATA,True
2022-12-18,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.59,4800,DEMO_DATA,True
2022-12-19,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.88,4800,DEMO_DATA,True
2022-12-20,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.66,4800,DEMO_DATA,True
2022-12-21,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.63,4800,DEMO_DATA,True
2022-12-22,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.73,4800,DEMO_DATA,True
2022-12-23,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.01,4800,DEMO_DATA,True
2022-12-24,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.67,4800,DEMO_DATA,True
2022-12-25,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.9,4800,DEMO_DATA,True
2022-12-26,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,10.92,4800,DEMO_DATA,True
2022-12-27,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.0,4800,DEMO_DATA,True
2022-12-28,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.14,4800,DEMO_DATA,True
2022-12-29,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.21,4800,DEMO_DATA,True
2022-12-30,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.09,4800,DEMO_DATA,True
2022-12-31,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.92,4800,DEMO_DATA,True
2023-01-01,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.1,4800,DEMO_DATA,True
2023-01-02,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.5,4800,DEMO_DATA,True
2023-01-03,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.48,4800,DEMO_DATA,True
2023-01-04,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.56,4800,DEMO_DATA,True
2023-01-05,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.62,4800,DEMO_DATA,True
2023-01-06,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.52,4800,DEMO_DATA,True
2023-01-07,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.45,4800,DEMO_DATA,True
2023-01-08,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.44,4800,DEMO_DATA,True
2023-01-09,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.64,4800,DEMO_DATA,True
2023-01-10,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.61,4800,DEMO_DATA,True
2023-01-11,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.66,4800,DEMO_DATA,True
2023-01-12,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.72,4800,DEMO_DATA,True
2023-01-13,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.88,4800,DEMO_DATA,True
2023-01-14,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.88,4800,DEMO_DATA,True
2023-01-15,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.79,4800,DEMO_DATA,True
2023-01-16,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.16,4800,DEMO_DATA,True
2023-01-17,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.02,4800,DEMO_DATA,True
2023-01-18,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.24,4800,DEMO_DATA,True
2023-01-19,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,13.11,4800,DEMO_DATA,True
2023-01-20,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.79,4800,DEMO_DATA,True
2023-01-21,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.66,4800,DEMO_DATA,True
2023-01-22,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.7,4800,DEMO_DATA,True
2023-01-23,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.95,4800,DEMO_DATA,True
2023-01-24,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.2,4800,DEMO_DATA,True
2023-01-25,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.92,4800,DEMO_DATA,True
2023-01-26,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.71,4800,DEMO_DATA,True
2023-01-27,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.59,4800,DEMO_DATA,True
2023-01-28,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.2,4800,DEMO_DATA,True
2023-01-29,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.54,4800,DEMO_DATA,True
2023-01-30,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.99,4800,DEMO_DATA,True
2023-01-31,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.94,4800,DEMO_DATA,True
2023-02-01,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.92,4800,DEMO_DATA,True
2023-02-02,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.03,4800,DEMO_DATA,True
2023-02-03,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.13,4800,DEMO_DATA,True
2023-02-04,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.97,4800,DEMO_DATA,True
2023-02-05,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.0,4800,DEMO_DATA,True
2023-02-06,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.95,4800,DEMO_DATA,True
2023-02-07,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.61,4800,DEMO_DATA,True
2023-02-08,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.66,4800,DEMO_DATA,True
2023-02-09,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.49,4800,DEMO_DATA,True
2023-02-10,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.65,4800,DEMO_DATA,True
2023-02-11,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.54,4800,DEMO_DATA,True
2023-02-12,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.46,4800,DEMO_DATA,True
2023-02-13,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.97,4800,DEMO_DATA,True
2023-02-14,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.07,4800,DEMO_DATA,True
2023-02-15,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.42,4800,DEMO_DATA,True
2023-02-16,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.53,4800,DEMO_DATA,True
2023-02-17,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.47,4800,DEMO_DATA,True
2023-02-18,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.05,4800,DEMO_DATA,True
2023-02-19,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.93,4800,DEMO_DATA,True
2023-02-20,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.14,4800,DEMO_DATA,True
2023-02-21,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.11,4800,DEMO_DATA,True
2023-02-22,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.07,4800,DEMO_DATA,True
2023-02-23,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.72,4800,DEMO_DATA,True
2023-02-24,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.86,4800,DEMO_DATA,True
2023-02-25,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.35,4800,DEMO_DATA,True
2023-02-26,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.38,4800,DEMO_DATA,True
2023-02-27,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.69,4800,DEMO_DATA,True
2023-02-28,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,11.56,4800,DEMO_DATA,True
2023-03-01,AU_COAL_PARADIP,Australia,paradip,coal,Capesize,12.37,4800,DEMO_DATA,True
