date,bdi_proxy,vlsfo_price_usd_mt,usd_inr,vessel_supply_index,data_source,is_synthetic
2021-02-01,1677.5,472.98,72.82,103.2,DEMO_DATA,True
2021-02-02,1667.6,484.94,72.78,103.8,DEMO_DATA,True
2021-02-03,1671.1,480.33,73.11,103.2,DEMO_DATA,True
2021-02-04,1663.3,478.51,73.17,105.0,DEMO_DATA,True
2021-02-05,1674.3,477.36,72.85,106.2,DEMO_DATA,True
2021-02-06,1668.4,481.47,73.17,106.0,DEMO_DATA,True
2021-02-07,1683.7,474.47,72.87,104.9,DEMO_DATA,True
2021-02-08,1671.4,477.26,72.89,105.9,DEMO_DATA,True
2021-02-09,1700.9,476.34,73.05,105.2,DEMO_DATA,True
2021-02-10,1644.1,477.37,73.0,103.5,DEMO_DATA,True
2021-02-11,1644.3,468.93,72.74,103.0,DEMO_DATA,True
2021-02-12,1634.9,473.64,72.96,102.8,DEMO_DATA,True
2021-02-13,1580.3,487.45,73.12,103.5,DEMO_DATA,True
2021-02-14,1584.6,485.65,73.18,102.8,DEMO_DATA,True
2021-02-15,1589.6,489.16,73.33,102.4,DEMO_DATA,True
2021-02-16,1610.4,484.21,73.78,102.5,DEMO_DATA,True
2021-02-17,1649.0,492.29,74.06,90.0,DEMO_DATA,True
2021-02-18,1669.0,474.29,74.05,91.0,DEMO_DATA,True
2021-02-19,1610.2,465.73,73.86,91.3,DEMO_DATA,True
2021-02-20,1620.6,478.4,73.92,91.9,DEMO_DATA,True
2021-02-21,1625.4,492.43,73.93,92.4,DEMO_DATA,True
2021-02-22,1624.9,506.11,74.31,92.0,DEMO_DATA,True
2021-02-23,1611.3,504.72,74.35,91.8,DEMO_DATA,True
2021-02-24,1594.1,497.54,74.15,91.6,DEMO_DATA,True
2021-02-25,1557.5,491.1,74.04,92.0,DEMO_DATA,True
2021-02-26,1559.9,486.55,73.93,92.8,DEMO_DATA,True
2021-02-27,1578.5,485.81,73.95,92.6,DEMO_DATA,True
2021-02-28,1556.9,481.08,73.93,93.8,DEMO_DATA,True
2021-03-01,1580.2,475.14,73.74,94.5,DEMO_DATA,True
2021-03-02,1596.9,477.73,73.76,95.2,DEMO_DATA,True
2021-03-03,1583.1,482.24,74.23,94.8,DEMO_DATA,True
2021-03-04,1572.2,478.11,74.02,94.7,DEMO_DATA,True
2021-03-05,1742.1,467.38,74.12,95.1,DEMO_DATA,True
2021-03-06,1731.9,467.39,74.55,96.2,DEMO_DATA,True
2021-03-07,1729.9,462.82,74.36,97.4,DEMO_DATA,True
2021-03-08,1674.9,477.94,73.76,96.8,DEMO_DATA,True
2021-03-09,1734.1,481.96,73.29,96.4,DEMO_DATA,True
2021-03-10,1702.1,476.49,73.27,96.1,DEMO_DATA,True
2021-03-11,1738.0,471.64,73.17,95.3,DEMO_DATA,True
2021-03-12,1723.1,478.01,73.49,95.6,DEMO_DATA,True
2021-03-13,1752.8,485.0,73.17,104.9,DEMO_DATA,True
2021-03-14,1717.8,481.65,73.61,104.1,DEMO_DATA,True
2021-03-15,1666.7,487.65,73.74,103.4,DEMO_DATA,True
2021-03-16,1645.7,484.42,73.72,102.6,DEMO_DATA,True
2021-03-17,1618.8,491.48,73.43,102.8,DEMO_DATA,True
2021-03-18,1647.9,513.89,73.43,102.6,DEMO_DATA,True
2021-03-19,1640.2,519.12,73.59,101.6,DEMO_DATA,True
2021-03-20,1681.5,520.14,73.1,100.7,DEMO_DATA,True
2021-03-21,1711.8,513.61,73.35,101.1,DEMO_DATA,True
2021-03-22,1853.0,512.17,73.55,100.8,DEMO_DATA,True
2021-03-23,1775.1,516.43,70.51,101.8,DEMO_DATA,True
2021-03-24,1762.2,523.83,70.35,101.7,DEMO_DATA,True
2021-03-25,1751.2,513.31,70.22,101.6,DEMO_DATA,True
2021-03-26,1745.0,511.49,70.36,101.3,DEMO_DATA,True
2021-03-27,1717.1,509.35,70.41,101.7,DEMO_DATA,True
2021-03-28,1716.0,617.1,70.59,101.0,DEMO_DATA,True
2021-03-29,1244.9,608.21,70.63,101.4,DEMO_DATA,True
2021-03-30,1257.7,609.1,70.47,103.5,DEMO_DATA,True
2021-03-31,1266.1,626.38,69.81,102.9,DEMO_DATA,True
2021-04-01,1286.0,758.77,69.72,102.9,DEMO_DATA,True
2021-04-02,1280.2,755.38,69.92,103.5,DEMO_DATA,True
2021-04-03,1266.3,751.09,69.8,103.6,DEMO_DATA,True
2021-04-04,1122.3,756.76,69.78,102.5,DEMO_DATA,True
2021-04-05,1125.2,749.1,69.85,102.9,DEMO_DATA,True
2021-04-06,1142.5,730.96,70.06,103.0,DEMO_DATA,True
2021-04-07,1124.5,728.42,70.2,102.4,DEMO_DATA,True
2021-04-08,1140.4,717.99,70.17,101.5,DEMO_DATA,True
2021-04-09,1138.0,714.98,70.2,101.4,DEMO_DATA,True
2021-04-10,1121.8,713.52,70.39,100.1,DEMO_DATA,True
2021-04-11,1125.2,712.97,70.63,101.3,DEMO_DATA,True
2021-04-12,1150.9,694.85,71.28,101.3,DEMO_DATA,True
2021-04-13,1130.6,684.32,71.56,101.7,DEMO_DATA,True
2021-04-14,1147.2,671.93,71.99,103.4,DEMO_DATA,True
2021-04-15,1149.1,682.47,72.3,103.5,DEMO_DATA,True
2021-04-16,1188.6,685.69,72.58,103.7,DEMO_DATA,True
2021-04-17,1231.2,686.22,72.64,102.6,DEMO_DATA,True
2021-04-18,1262.2,691.91,72.68,101.4,DEMO_DATA,True
2021-04-19,1272.2,689.42,72.63,101.9,DEMO_DATA,True
2021-04-20,1263.4,803.4,72.47,100.5,DEMO_DATA,True
2021-04-21,1273.8,806.13,72.18,100.5,DEMO_DATA,True
2021-04-22,1302.9,810.94,72.42,100.4,DEMO_DATA,True
2021-04-23,1320.5,825.8,72.44,98.7,DEMO_DATA,True
2021-04-24,1333.6,825.42,72.48,99.1,DEMO_DATA,True
2021-04-25,1343.7,839.04,72.8,98.5,DEMO_DATA,True
2021-04-26,1373.0,813.33,72.9,99.3,DEMO_DATA,True
2021-04-27,1383.6,782.24,72.62,98.7,DEMO_DATA,True
2021-04-28,1381.6,772.0,72.35,98.1,DEMO_DATA,True
2021-04-29,1380.7,760.11,72.58,96.8,DEMO_DATA,True
2021-04-30,1370.1,729.45,72.53,95.6,DEMO_DATA,True
2021-05-01,1415.5,730.05,72.54,95.1,DEMO_DATA,True
2021-05-02,1414.3,726.66,72.52,94.4,DEMO_DATA,True
2021-05-03,1422.0,729.61,72.56,95.3,DEMO_DATA,True
2021-05-04,1454.9,719.45,72.54,97.0,DEMO_DATA,True
2021-05-05,1479.8,706.08,72.15,96.3,DEMO_DATA,True
2021-05-06,1474.9,694.38,72.19,98.1,DEMO_DATA,True
2021-05-07,1471.0,704.63,75.8,99.8,DEMO_DATA,True
2021-05-08,1514.0,708.54,75.61,101.8,DEMO_DATA,True
2021-05-09,1532.7,706.08,75.37,101.2,DEMO_DATA,True
2021-05-10,1560.6,705.5,75.11,102.0,DEMO_DATA,True
2021-05-11,1531.8,697.46,74.78,101.2,DEMO_DATA,True
2021-05-12,1529.1,684.29,74.81,100.6,DEMO_DATA,True
2021-05-13,1552.5,679.2,74.82,101.1,DEMO_DATA,True
2021-05-14,1610.0,674.0,75.03,100.8,DEMO_DATA,True
2021-05-15,1543.4,679.46,75.01,99.0,DEMO_DATA,True
2021-05-16,1519.9,682.79,74.82,99.9,DEMO_DATA,True
2021-05-17,1546.9,666.1,75.03,98.9,DEMO_DATA,True
2021-05-18,1491.4,675.02,75.26,98.7,DEMO_DATA,True
2021-05-19,1493.3,670.72,75.21,98.1,DEMO_DATA,True
2021-05-20,1249.8,681.83,75.29,97.9,DEMO_DATA,True
2021-05-21,1287.0,694.57,75.44,98.5,DEMO_DATA,True
2021-05-22,1285.0,711.59,75.71,99.2,DEMO_DATA,True
2021-05-23,1266.5,707.52,75.8,99.6,DEMO_DATA,True
2021-05-24,1288.4,692.64,76.1,99.1,DEMO_DATA,True
2021-05-25,1284.6,690.27,76.3,98.7,DEMO_DATA,True
2021-05-26,1312.4,676.11,76.33,97.8,DEMO_DATA,True
2021-05-27,1318.3,683.39,76.73,97.1,DEMO_DATA,True
2021-05-28,1316.8,671.53,77.29,97.0,DEMO_DATA,True
2021-05-29,1331.4,663.28,77.2,96.4,DEMO_DATA,True
2021-05-30,1353.5,654.87,77.49,96.7,DEMO_DATA,True
2021-05-31,1401.2,653.22,77.63,95.9,DEMO_DATA,True
2021-06-01,1712.0,649.71,77.92,95.8,DEMO_DATA,True
2021-06-02,1684.4,653.24,78.33,95.8,DEMO_DATA,True
2021-06-03,1683.8,665.98,78.13,96.3,DEMO_DATA,True
2021-06-04,1718.6,662.13,78.04,95.7,DEMO_DATA,True
2021-06-05,1709.8,760.5,77.67,97.4,DEMO_DATA,True
2021-06-06,1694.3,756.41,77.91,97.0,DEMO_DATA,True
2021-06-07,1694.3,734.25,78.21,98.1,DEMO_DATA,True
2021-06-08,1769.2,723.18,77.95,98.0,DEMO_DATA,True
2021-06-09,1813.6,723.02,78.09,97.5,DEMO_DATA,True
2021-06-10,1817.4,735.47,77.79,97.9,DEMO_DATA,True
2021-06-11,1823.8,745.56,77.56,98.1,DEMO_DATA,True
2021-06-12,1882.6,735.94,77.33,97.7,DEMO_DATA,True
2021-06-13,1910.1,745.96,77.34,97.8,DEMO_DATA,True
2021-06-14,1931.0,742.0,77.09,97.4,DEMO_DATA,True
2021-06-15,1915.4,745.93,76.89,98.5,DEMO_DATA,True
2021-06-16,1929.2,729.41,77.0,99.6,DEMO_DATA,True
2021-06-17,1995.7,740.77,76.97,100.3,DEMO_DATA,True
2021-06-18,2009.8,727.91,76.96,101.6,DEMO_DATA,True
2021-06-19,2045.8,733.18,76.89,101.0,DEMO_DATA,True
2021-06-20,2026.0,735.31,77.16,102.8,DEMO_DATA,True
2021-06-21,2044.0,751.22,77.56,102.4,DEMO_DATA,True
2021-06-22,1982.4,743.25,77.31,102.9,DEMO_DATA,True
2021-06-23,1999.4,747.56,76.94,102.4,DEMO_DATA,True
2021-06-24,2036.4,736.99,76.98,101.3,DEMO_DATA,True
2021-06-25,2074.0,730.97,77.0,100.0,DEMO_DATA,True
2021-06-26,2032.3,720.68,77.22,99.2,DEMO_DATA,True
2021-06-27,2063.9,718.49,77.46,98.4,DEMO_DATA,True
2021-06-28,2117.4,723.35,77.58,98.8,DEMO_DATA,True
2021-06-29,2168.8,725.77,77.73,97.0,DEMO_DATA,True
2021-06-30,2214.4,719.93,77.78,97.0,DEMO_DATA,True
2021-07-01,2663.2,699.56,77.48,97.6,DEMO_DATA,True
2021-07-02,2661.2,694.29,77.31,89.3,DEMO_DATA,True
2021-07-03,2630.2,681.9,77.32,88.8,DEMO_DATA,True
2021-07-04,2697.8,674.71,77.06,88.8,DEMO_DATA,True
2021-07-05,2678.9,670.28,76.89,89.3,DEMO_DATA,True
2021-07-06,2581.7,675.56,76.9,89.0,DEMO_DATA,True
2021-07-07,2621.6,675.66,77.15,89.2,DEMO_DATA,True
2021-07-08,2573.6,665.62,76.98,89.6,DEMO_DATA,True
2021-07-09,2627.0,645.33,76.8,88.8,DEMO_DATA,True
2021-07-10,2575.4,640.43,76.6,89.7,DEMO_DATA,True
2021-07-11,2477.1,630.11,76.51,90.7,DEMO_DATA,True
2021-07-12,2072.6,625.47,77.0,91.2,DEMO_DATA,True
2021-07-13,2076.5,621.41,77.4,91.7,DEMO_DATA,True
2021-07-14,2070.2,625.56,77.22,92.3,DEMO_DATA,True
2021-07-15,2163.8,627.15,77.13,93.0,DEMO_DATA,True
2021-07-16,2198.6,622.49,76.9,92.1,DEMO_DATA,True
2021-07-17,2198.6,545.96,76.98,93.1,DEMO_DATA,True
2021-07-18,2206.4,542.56,76.93,92.6,DEMO_DATA,True
2021-07-19,2246.0,551.25,76.79,91.4,DEMO_DATA,True
2021-07-20,2288.6,560.76,76.98,100.9,DEMO_DATA,True
2021-07-21,2322.0,557.84,76.72,100.2,DEMO_DATA,True
2021-07-22,2351.3,558.71,76.64,101.8,DEMO_DATA,True
2021-07-23,2379.8,550.99,76.48,102.7,DEMO_DATA,True
2021-07-24,2423.3,554.22,76.54,103.4,DEMO_DATA,True
2021-07-25,2398.5,550.27,76.3,103.4,DEMO_DATA,True
2021-07-26,2406.8,554.03,76.43,103.3,DEMO_DATA,True
2021-07-27,2425.3,560.36,76.29,103.7,DEMO_DATA,True
2021-07-28,2393.0,508.52,76.13,104.3,DEMO_DATA,True
2021-07-29,2408.3,501.4,76.01,104.2,DEMO_DATA,True
2021-07-30,2374.8,508.7,75.67,105.6,DEMO_DATA,True
2021-07-31,2376.9,502.17,75.81,107.0,DEMO_DATA,True
2021-08-01,2373.2,505.03,75.69,105.2,DEMO_DATA,True
2021-08-02,2358.7,497.96,75.48,104.2,DEMO_DATA,True
2021-08-03,2347.6,492.65,75.04,103.5,DEMO_DATA,True
2021-08-04,2371.6,493.68,74.85,103.0,DEMO_DATA,True
2021-08-05,2393.5,495.77,75.11,103.0,DEMO_DATA,True
2021-08-06,2354.4,497.77,75.14,103.6,DEMO_DATA,True
2021-08-07,2432.4,504.6,75.05,103.3,DEMO_DATA,True
2021-08-08,2385.7,491.61,75.0,103.5,DEMO_DATA,True
2021-08-09,2441.5,492.92,74.84,103.3,DEMO_DATA,True
2021-08-10,2421.0,493.66,75.31,101.7,DEMO_DATA,True
2021-08-11,2454.4,495.12,75.57,101.8,DEMO_DATA,True
2021-08-12,2430.3,499.57,75.54,102.1,DEMO_DATA,True
2021-08-13,2414.9,494.04,75.15,101.8,DEMO_DATA,True
2021-08-14,2360.5,506.08,75.13,100.2,DEMO_DATA,True
2021-08-15,2420.0,521.12,75.35,99.1,DEMO_DATA,True
2021-08-16,2436.1,530.54,75.26,99.1,DEMO_DATA,True
2021-08-17,2431.4,542.29,75.15,98.6,DEMO_DATA,True
2021-08-18,2471.1,534.52,75.38,99.5,DEMO_DATA,True
2021-08-19,2580.9,539.26,75.16,100.4,DEMO_DATA,True
2021-08-20,2513.5,545.97,75.39,99.5,DEMO_DATA,True
2021-08-21,2457.3,467.04,75.05,99.6,DEMO_DATA,True
2021-08-22,2446.2,464.31,75.02,100.1,DEMO_DATA,True
2021-08-23,2479.9,458.37,75.0,100.3,DEMO_DATA,True
2021-08-24,2482.9,464.32,75.09,100.0,DEMO_DATA,True
2021-08-25,2496.4,469.36,74.95,98.5,DEMO_DATA,True
2021-08-26,2567.4,537.4,75.23,98.7,DEMO_DATA,True
2021-08-27,2580.3,554.62,75.03,98.5,DEMO_DATA,True
2021-08-28,2575.5,459.43,75.26,98.7,DEMO_DATA,True
2021-08-29,2627.8,456.29,75.36,104.7,DEMO_DATA,True
2021-08-30,2562.5,460.95,74.92,106.3,DEMO_DATA,True
2021-08-31,2568.9,459.67,74.81,107.6,DEMO_DATA,True
2021-09-01,2633.5,459.59,75.03,107.8,DEMO_DATA,True
2021-09-02,2636.9,471.24,75.14,107.0,DEMO_DATA,True
2021-09-03,2623.9,469.37,75.0,107.4,DEMO_DATA,True
2021-09-04,2644.5,405.55,74.96,106.0,DEMO_DATA,True
2021-09-05,2659.8,401.38,74.94,105.6,DEMO_DATA,True
2021-09-06,2792.8,405.85,75.21,105.0,DEMO_DATA,True
2021-09-07,2844.7,418.33,74.95,105.4,DEMO_DATA,True
2021-09-08,2897.3,423.28,75.13,115.8,DEMO_DATA,True
2021-09-09,2869.6,442.58,75.58,114.5,DEMO_DATA,True
2021-09-10,2878.3,441.93,75.9,113.1,DEMO_DATA,True
2021-09-11,2861.8,436.3,75.99,111.9,DEMO_DATA,True
2021-09-12,2892.6,498.45,75.65,111.5,DEMO_DATA,True
2021-09-13,2788.8,503.29,75.6,111.5,DEMO_DATA,True
2021-09-14,2750.1,505.05,75.35,111.9,DEMO_DATA,True
2021-09-15,2805.6,502.34,75.35,110.7,DEMO_DATA,True
2021-09-16,2811.8,503.35,75.15,109.5,DEMO_DATA,True
2021-09-17,2697.2,495.85,75.2,110.1,DEMO_DATA,True
2021-09-18,2756.2,491.93,75.15,110.5,DEMO_DATA,True
2021-09-19,2802.3,481.34,74.53,110.5,DEMO_DATA,True
2021-09-20,2782.9,477.21,74.4,108.7,DEMO_DATA,True
2021-09-21,2859.7,487.9,74.23,107.7,DEMO_DATA,True
2021-09-22,2925.8,482.62,74.31,106.5,DEMO_DATA,True
2021-09-23,3016.0,493.22,74.49,105.8,DEMO_DATA,True
2021-09-24,2992.4,483.34,74.58,107.0,DEMO_DATA,True
2021-09-25,3047.4,494.59,74.91,105.7,DEMO_DATA,True
2021-09-26,3139.9,504.23,77.69,105.7,DEMO_DATA,True
2021-09-27,3124.6,490.95,78.14,106.0,DEMO_DATA,True
2021-09-28,3217.8,486.58,78.14,105.8,DEMO_DATA,True
2021-09-29,3206.2,497.62,78.18,106.8,DEMO_DATA,True
2021-09-30,3272.3,504.12,78.23,106.2,DEMO_DATA,True
2021-10-01,3285.2,508.45,78.24,99.2,DEMO_DATA,True
2021-10-02,3243.9,505.65,78.34,98.5,DEMO_DATA,True
2021-10-03,3222.4,502.69,78.51,90.2,DEMO_DATA,True
2021-10-04,3261.9,513.01,78.15,91.2,DEMO_DATA,True
2021-10-05,3290.9,429.77,78.47,91.5,DEMO_DATA,True
2021-10-06,3393.8,438.91,77.98,92.9,DEMO_DATA,True
2021-10-07,3389.9,440.09,78.13,94.7,DEMO_DATA,True
2021-10-08,3463.7,437.93,77.75,95.6,DEMO_DATA,True
2021-10-09,3516.6,443.87,78.07,96.2,DEMO_DATA,True
2021-10-10,3571.7,463.32,78.47,98.0,DEMO_DATA,True
2021-10-11,3512.8,470.64,78.49,97.7,DEMO_DATA,True
2021-10-12,3525.4,471.6,78.71,96.6,DEMO_DATA,True
2021-10-13,3679.5,472.45,78.55,96.7,DEMO_DATA,True
2021-10-14,3666.0,462.29,78.05,98.6,DEMO_DATA,True
2021-10-15,3564.2,452.43,77.85,99.0,DEMO_DATA,True
2021-10-16,3627.6,458.35,77.93,99.6,DEMO_DATA,True
2021-10-17,3624.9,464.69,77.74,98.6,DEMO_DATA,True
2021-10-18,3614.9,468.51,77.7,98.7,DEMO_DATA,True
2021-10-19,3694.6,476.87,78.01,98.1,DEMO_DATA,True
2021-10-20,3535.1,486.73,77.92,98.0,DEMO_DATA,True
2021-10-21,3469.8,488.99,77.82,97.3,DEMO_DATA,True
2021-10-22,3545.1,488.06,77.8,97.7,DEMO_DATA,True
2021-10-23,3498.6,482.65,78.21,96.3,DEMO_DATA,True
2021-10-24,3340.6,496.13,78.54,96.7,DEMO_DATA,True
2021-10-25,3292.2,506.22,78.52,97.6,DEMO_DATA,True
2021-10-26,3314.6,513.92,78.3,97.0,DEMO_DATA,True
2021-10-27,3345.6,503.02,78.4,97.6,DEMO_DATA,True
2021-10-28,3361.8,499.48,78.64,98.0,DEMO_DATA,True
2021-10-29,4335.7,489.48,78.2,98.9,DEMO_DATA,True
2021-10-30,4229.8,502.14,77.8,99.2,DEMO_DATA,True
2021-10-31,4156.7,511.11,77.84,99.8,DEMO_DATA,True
2021-11-01,4223.1,497.26,77.69,99.0,DEMO_DATA,True
2021-11-02,4204.2,496.05,77.46,92.5,DEMO_DATA,True
2021-11-03,4324.3,483.96,77.71,93.2,DEMO_DATA,True
2021-11-04,4343.1,478.11,78.18,93.4,DEMO_DATA,True
2021-11-05,4434.9,470.95,78.66,93.1,DEMO_DATA,True
2021-11-06,4408.3,467.6,78.69,93.5,DEMO_DATA,True
2021-11-07,4384.4,462.85,78.77,92.5,DEMO_DATA,True
2021-11-08,4419.6,473.49,78.67,93.7,DEMO_DATA,True
2021-11-09,4392.8,486.31,78.74,94.9,DEMO_DATA,True
2021-11-10,4350.0,488.45,78.71,94.4,DEMO_DATA,True
2021-11-11,4354.4,487.97,78.55,95.5,DEMO_DATA,True
2021-11-12,4368.2,497.04,78.64,96.9,DEMO_DATA,True
2021-11-13,5328.4,494.65,78.65,97.4,DEMO_DATA,True
2021-11-14,5285.0,495.67,79.0,97.4,DEMO_DATA,True
2021-11-15,5222.2,511.48,78.79,97.2,DEMO_DATA,True
2021-11-16,5356.6,509.0,79.23,96.9,DEMO_DATA,True
2021-11-17,5419.9,518.33,79.24,97.9,DEMO_DATA,True
2021-11-18,5492.8,517.66,79.25,97.0,DEMO_DATA,True
2021-11-19,5390.7,518.48,79.22,96.4,DEMO_DATA,True
2021-11-20,5367.7,511.06,79.18,96.6,DEMO_DATA,True
2021-11-21,5370.9,501.16,79.41,96.1,DEMO_DATA,True
2021-11-22,5121.6,496.41,79.54,96.0,DEMO_DATA,True
2021-11-23,5163.1,492.63,79.31,95.8,DEMO_DATA,True
2021-11-24,5130.5,503.2,79.19,95.7,DEMO_DATA,True
2021-11-25,5025.4,498.51,79.38,95.9,DEMO_DATA,True
2021-11-26,5208.9,504.86,79.48,96.8,DEMO_DATA,True
2021-11-27,5017.2,509.99,79.35,97.0,DEMO_DATA,True
2021-11-28,5008.6,510.52,79.4,96.7,DEMO_DATA,True
2021-11-29,5163.0,495.55,79.47,96.8,DEMO_DATA,True
2021-11-30,5201.2,496.9,79.36,96.7,DEMO_DATA,True
2021-12-01,6641.8,511.47,79.59,96.7,DEMO_DATA,True
2021-12-02,6517.2,508.68,79.54,96.2,DEMO_DATA,True
2021-12-03,6279.9,508.52,79.37,95.3,DEMO_DATA,True
2021-12-04,6395.3,506.66,79.15,96.7,DEMO_DATA,True
2021-12-05,6466.7,505.07,78.97,97.5,DEMO_DATA,True
2021-12-06,6413.0,502.82,79.12,98.2,DEMO_DATA,True
2021-12-07,6218.7,502.66,79.38,99.1,DEMO_DATA,True
2021-12-08,6236.2,492.95,79.35,98.7,DEMO_DATA,True
2021-12-09,6007.5,490.96,79.29,98.4,DEMO_DATA,True
2021-12-10,6046.5,501.18,79.21,98.6,DEMO_DATA,True
2021-12-11,5758.7,495.88,79.56,98.4,DEMO_DATA,True
2021-12-12,5684.8,491.46,79.85,99.8,DEMO_DATA,True
2021-12-13,5729.2,504.68,79.84,99.3,DEMO_DATA,True
2021-12-14,5412.1,498.58,79.96,99.7,DEMO_DATA,True
2021-12-15,5412.0,517.62,79.8,98.9,DEMO_DATA,True
2021-12-16,5442.2,527.45,79.91,98.2,DEMO_DATA,True
2021-12-17,5356.1,526.06,79.88,98.5,DEMO_DATA,True
2021-12-18,5331.5,537.78,80.2,98.9,DEMO_DATA,True
2021-12-19,5346.5,534.32,79.87,96.6,DEMO_DATA,True
2021-12-20,5378.3,530.93,79.92,96.6,DEMO_DATA,True
2021-12-21,5468.0,531.86,79.76,96.5,DEMO_DATA,True
2021-12-22,5422.5,517.53,79.78,96.0,DEMO_DATA,True
2021-12-23,5556.1,522.88,79.79,96.4,DEMO_DATA,True
2021-12-24,5017.3,521.51,80.09,97.2,DEMO_DATA,True
2021-12-25,5082.1,526.78,80.49,96.8,DEMO_DATA,True
2021-12-26,5115.6,543.1,80.59,96.3,DEMO_DATA,True
2021-12-27,5186.8,536.3,80.66,98.4,DEMO_DATA,True
2021-12-28,5171.8,526.39,80.99,98.2,DEMO_DATA,True
2021-12-29,5097.6,545.19,81.5,97.7,DEMO_DATA,True
2021-12-30,5054.9,540.87,80.92,98.2,DEMO_DATA,True
2021-12-31,4990.8,539.73,80.88,98.3,DEMO_DATA,True
2022-01-01,5052.2,596.2,80.71,98.2,DEMO_DATA,True
2022-01-02,5001.1,608.84,80.47,99.8,DEMO_DATA,True
2022-01-03,4952.4,606.04,80.34,99.1,DEMO_DATA,True
2022-01-04,4936.7,531.83,77.57,98.8,DEMO_DATA,True
2022-01-05,4936.0,545.07,77.65,98.5,DEMO_DATA,True
2022-01-06,4968.4,548.31,81.85,90.6,DEMO_DATA,True
2022-01-07,5113.3,534.79,81.75,92.4,DEMO_DATA,True
2022-01-08,4917.1,550.48,81.53,94.0,DEMO_DATA,True
2022-01-09,4925.2,546.23,81.73,94.0,DEMO_DATA,True
2022-01-10,4892.6,538.58,81.94,94.1,DEMO_DATA,True
2022-01-11,4974.9,555.08,81.93,94.8,DEMO_DATA,True
2022-01-12,5100.0,572.11,81.56,95.1,DEMO_DATA,True
2022-01-13,6118.6,568.6,81.34,95.3,DEMO_DATA,True
2022-01-14,6041.3,564.7,81.58,95.7,DEMO_DATA,True
2022-01-15,6002.7,571.63,81.47,96.0,DEMO_DATA,True
2022-01-16,5775.1,574.65,81.56,96.1,DEMO_DATA,True
2022-01-17,5737.2,578.87,81.8,97.0,DEMO_DATA,True
2022-01-18,5875.9,575.01,82.29,90.2,DEMO_DATA,True
2022-01-19,5757.8,578.82,82.34,91.1,DEMO_DATA,True
2022-01-20,5846.4,574.48,82.48,91.2,DEMO_DATA,True
2022-01-21,5922.2,573.92,82.6,103.1,DEMO_DATA,True
2022-01-22,5842.3,578.03,82.38,103.3,DEMO_DATA,True
2022-01-23,5972.6,555.14,82.31,101.1,DEMO_DATA,True
2022-01-24,5875.4,545.49,81.82,100.5,DEMO_DATA,True
2022-01-25,5828.5,533.09,81.56,99.0,DEMO_DATA,True
2022-01-26,5801.8,526.76,81.7,99.9,DEMO_DATA,True
2022-01-27,5833.0,521.36,81.78,98.9,DEMO_DATA,True
2022-01-28,5926.1,524.62,81.39,100.0,DEMO_DATA,True
2022-01-29,5808.7,532.67,81.23,99.6,DEMO_DATA,True
2022-01-30,5846.5,534.65,81.1,99.6,DEMO_DATA,True
2022-01-31,5794.6,541.76,81.09,100.4,DEMO_DATA,True
2022-02-01,5934.7,541.93,80.94,102.0,DEMO_DATA,True
2022-02-02,5750.8,538.87,81.15,100.9,DEMO_DATA,True
2022-02-03,5663.1,540.31,81.31,100.8,DEMO_DATA,True
2022-02-04,5731.1,546.54,81.17,101.7,DEMO_DATA,True
2022-02-05,4493.8,538.36,81.42,101.9,DEMO_DATA,True
2022-02-06,4421.1,519.14,81.67,102.4,DEMO_DATA,True
2022-02-07,4176.1,612.75,81.5,102.8,DEMO_DATA,True
2022-02-08,4167.9,598.93,81.35,104.7,DEMO_DATA,True
2022-02-09,4095.4,600.33,81.42,104.1,DEMO_DATA,True
2022-02-10,4173.8,581.37,81.72,103.2,DEMO_DATA,True
2022-02-11,4215.1,572.26,81.67,103.2,DEMO_DATA,True
2022-02-12,4306.9,570.97,81.52,104.3,DEMO_DATA,True
2022-02-13,4341.5,572.78,81.36,105.0,DEMO_DATA,True
2022-02-14,4360.9,568.56,81.42,106.0,DEMO_DATA,True
2022-02-15,4381.1,575.38,81.44,106.2,DEMO_DATA,True
2022-02-16,4380.6,578.33,80.88,105.9,DEMO_DATA,True
2022-02-17,4408.0,569.49,80.97,107.2,DEMO_DATA,True
2022-02-18,4323.2,580.89,81.19,107.4,DEMO_DATA,True
2022-02-19,4369.6,576.0,81.29,108.1,DEMO_DATA,True
2022-02-20,4411.8,569.62,81.46,106.8,DEMO_DATA,True
2022-02-21,4361.8,563.04,81.73,107.0,DEMO_DATA,True
2022-02-22,4134.3,556.29,81.71,107.4,DEMO_DATA,True
2022-02-23,4182.6,553.9,81.65,107.3,DEMO_DATA,True
2022-02-24,4216.0,555.62,81.83,106.8,DEMO_DATA,True
2022-02-25,4462.3,539.02,82.05,107.4,DEMO_DATA,True
2022-02-26,4561.7,538.03,82.41,106.9,DEMO_DATA,True
2022-02-27,4499.6,528.37,82.48,107.9,DEMO_DATA,True
2022-02-28,4559.8,532.21,82.06,107.9,DEMO_DATA,True
2022-03-01,4418.9,531.61,81.86,108.1,DEMO_DATA,True
2022-03-02,4435.7,533.94,81.8,107.6,DEMO_DATA,True
2022-03-03,4485.8,530.5,81.63,108.8,DEMO_DATA,True
2022-03-04,4326.8,535.97,81.42,108.4,DEMO_DATA,True
2022-03-05,4299.6,545.06,81.45,107.4,DEMO_DATA,True
