date,port_id,avg_waiting_time_hrs,congestion_level,berths_occupied_pct,vessels_at_anchor,data_source,is_synthetic
2026-05-06,paradip,216.9,high,95.0,27,DEMO_DATA,True
2026-05-07,paradip,221.2,high,95.0,27,DEMO_DATA,True
2026-05-08,paradip,240.5,high,95.0,30,DEMO_DATA,True
2026-05-09,paradip,210.5,high,95.0,26,DEMO_DATA,True
2026-05-10,paradip,168.9,high,95.0,21,DEMO_DATA,True
2026-05-11,paradip,182.7,high,95.0,22,DEMO_DATA,True
2026-05-12,paradip,205.1,high,95.0,25,DEMO_DATA,True
2026-05-13,paradip,223.4,high,95.0,27,DEMO_DATA,True
2026-05-14,paradip,152.9,high,95.0,19,DEMO_DATA,True
2026-05-15,paradip,191.7,high,95.0,23,DEMO_DATA,True
2026-05-16,paradip,183.0,high,95.0,22,DEMO_DATA,True
2026-05-17,paradip,196.8,high,95.0,24,DEMO_DATA,True
2026-05-18,paradip,125.7,high,95.0,15,DEMO_DATA,True
2026-05-19,paradip,55.9,high,84.7,6,DEMO_DATA,True
2026-05-20,paradip,68.4,high,94.7,8,DEMO_DATA,True
2026-05-21,paradip,66.5,high,93.2,8,DEMO_DATA,True
2026-05-22,paradip,67.8,high,94.3,8,DEMO_DATA,True
2026-05-23,paradip,64.2,high,91.4,8,DEMO_DATA,True
2026-05-24,paradip,49.2,high,79.3,6,DEMO_DATA,True
2026-05-25,paradip,56.2,high,85.0,7,DEMO_DATA,True
2026-05-26,paradip,36.7,medium,69.4,4,DEMO_DATA,True
2026-05-27,paradip,33.6,medium,66.9,4,DEMO_DATA,True
2026-05-28,paradip,27.5,medium,62.0,3,DEMO_DATA,True
2026-05-29,paradip,29.9,medium,63.9,3,DEMO_DATA,True
2026-05-30,paradip,31.2,medium,65.0,3,DEMO_DATA,True
2026-05-31,paradip,21.4,low,57.1,2,DEMO_DATA,True
2026-06-01,paradip,17.4,low,53.9,2,DEMO_DATA,True
2026-06-02,paradip,19.7,low,55.8,2,DEMO_DATA,True
2026-06-03,paradip,18.0,low,54.4,2,DEMO_DATA,True
2026-06-04,paradip,11.7,low,49.4,1,DEMO_DATA,True
2026-06-05,paradip,16.2,low,53.0,2,DEMO_DATA,True
2026-06-06,paradip,19.7,low,55.8,2,DEMO_DATA,True
2026-06-07,paradip,25.7,medium,60.6,3,DEMO_DATA,True
2026-06-08,paradip,27.7,medium,62.2,3,DEMO_DATA,True
2026-06-09,paradip,35.3,medium,68.2,4,DEMO_DATA,True
2026-06-10,paradip,46.7,medium,77.3,5,DEMO_DATA,True
2026-06-11,paradip,47.4,medium,77.9,5,DEMO_DATA,True
2026-06-12,paradip,33.5,medium,66.8,4,DEMO_DATA,True
2026-06-13,paradip,23.6,low,58.9,2,DEMO_DATA,True
2026-06-14,paradip,28.0,medium,62.4,3,DEMO_DATA,True
2026-06-15,paradip,28.7,medium,63.0,3,DEMO_DATA,True
2026-06-16,paradip,22.7,low,58.2,2,DEMO_DATA,True
2026-06-17,paradip,28.7,medium,63.0,3,DEMO_DATA,True
2026-06-18,paradip,31.8,medium,65.4,3,DEMO_DATA,True
2026-06-19,paradip,28.4,medium,62.7,3,DEMO_DATA,True
2026-06-20,paradip,15.5,low,52.4,1,DEMO_DATA,True
2026-06-21,paradip,16.4,low,53.1,2,DEMO_DATA,True
2026-06-22,paradip,16.8,low,53.5,2,DEMO_DATA,True
2026-06-23,paradip,17.4,low,54.0,2,DEMO_DATA,True
2026-06-24,paradip,13.6,low,50.8,1,DEMO_DATA,True
2026-06-25,paradip,15.3,low,52.2,1,DEMO_DATA,True
2026-06-26,paradip,17.1,low,53.7,2,DEMO_DATA,True
2026-06-27,paradip,18.8,low,55.1,2,DEMO_DATA,True
2026-06-28,paradip,21.8,low,57.5,2,DEMO_DATA,True
2026-06-29,paradip,17.7,low,54.1,2,DEMO_DATA,True
2026-06-30,paradip,21.2,low,57.0,2,DEMO_DATA,True
2026-07-01,paradip,16.1,low,52.9,2,DEMO_DATA,True
2026-07-02,paradip,16.7,low,53.4,2,DEMO_DATA,True
2026-07-03,paradip,15.9,low,52.7,1,DEMO_DATA,True
2026-07-04,paradip,20.5,low,56.4,2,DEMO_DATA,True
2026-07-05,paradip,18.1,low,54.5,2,DEMO_DATA,True
2026-07-06,paradip,16.7,low,53.4,2,DEMO_DATA,True
2026-07-07,paradip,13.9,low,51.1,1,DEMO_DATA,True
2026-07-08,paradip,19.3,low,55.4,2,DEMO_DATA,True
2026-07-09,paradip,23.0,low,58.4,2,DEMO_DATA,True
2026-07-10,paradip,19.6,low,55.6,2,DEMO_DATA,True
2026-07-11,paradip,15.9,low,52.7,1,DEMO_DATA,True
2026-07-12,paradip,17.7,low,54.2,2,DEMO_DATA,True
2026-07-13,paradip,29.5,medium,63.6,3,DEMO_DATA,True
2026-07-14,paradip,23.2,low,58.6,2,DEMO_DATA,True
2026-07-15,paradip,20.2,low,56.2,2,DEMO_DATA,True
2026-07-16,paradip,24.4,medium,59.6,3,DEMO_DATA,True
2026-07-17,paradip,27.7,medium,62.2,3,DEMO_DATA,True
2026-07-18,paradip,22.1,low,57.7,2,DEMO_DATA,True
2026-07-19,paradip,20.6,low,56.5,2,DEMO_DATA,True
2026-07-20,paradip,26.4,medium,61.1,3,DEMO_DATA,True
2026-07-21,paradip,18.8,low,55.0,2,DEMO_DATA,True
2026-07-22,paradip,21.1,low,56.9,2,DEMO_DATA,True
2026-07-23,paradip,22.6,low,58.1,2,DEMO_DATA,True
2026-07-24,paradip,24.9,medium,59.9,3,DEMO_DATA,True
2026-07-25,paradip,19.0,low,55.2,2,DEMO_DATA,True
2026-07-26,paradip,19.8,low,55.9,2,DEMO_DATA,True
2026-07-27,paradip,18.1,low,54.5,2,DEMO_DATA,True
2026-07-28,paradip,23.2,low,58.5,2,DEMO_DATA,True
2026-07-29,paradip,18.5,low,54.8,2,DEMO_DATA,True
2026-07-30,paradip,22.9,low,58.3,2,DEMO_DATA,True
2026-07-31,paradip,23.0,low,58.4,2,DEMO_DATA,True
2026-08-01,paradip,31.2,medium,64.9,3,DEMO_DATA,True
2026-08-02,paradip,21.9,low,57.5,2,DEMO_DATA,True
2026-08-03,paradip,21.5,low,57.2,2,DEMO_DATA,True
2026-08-04,paradip,14.6,low,51.7,1,DEMO_DATA,True
2026-08-05,paradip,17.6,low,54.1,2,DEMO_DATA,True
2026-08-06,paradip,15.4,low,52.3,1,DEMO_DATA,True
2026-08-07,paradip,14.4,low,51.6,1,DEMO_DATA,True
2026-08-08,paradip,13.6,low,50.9,1,DEMO_DATA,True
2026-08-09,paradip,13.6,low,50.9,1,DEMO_DATA,True
2026-08-10,paradip,16.6,low,53.3,2,DEMO_DATA,True
2026-08-11,paradip,16.1,low,52.8,2,DEMO_DATA,True
2026-08-12,paradip,14.3,low,51.4,1,DEMO_DATA,True
2026-08-13,paradip,13.2,low,50.5,1,DEMO_DATA,True
2026-08-14,paradip,13.9,low,51.1,1,DEMO_DATA,True
2026-08-15,paradip,12.3,low,49.9,1,DEMO_DATA,True
2026-08-16,paradip,13.9,low,51.1,1,DEMO_DATA,True
2026-08-17,paradip,14.6,low,51.7,1,DEMO_DATA,True
2026-08-18,paradip,20.2,low,56.2,2,DEMO_DATA,True
2026-08-19,paradip,18.4,low,54.7,2,DEMO_DATA,True
2026-08-20,paradip,13.7,low,50.9,1,DEMO_DATA,True
2026-08-21,paradip,12.4,low,49.9,1,DEMO_DATA,True
2026-08-22,paradip,12.2,low,49.8,1,DEMO_DATA,True
2026-08-23,paradip,13.1,low,50.5,1,DEMO_DATA,True
2026-08-24,paradip,15.7,low,52.5,1,DEMO_DATA,True
2026-08-25,paradip,14.8,low,51.8,1,DEMO_DATA,True
2026-08-26,paradip,13.2,low,50.6,1,DEMO_DATA,True
2026-08-27,paradip,14.9,low,51.9,1,DEMO_DATA,True
2026-08-28,paradip,16.8,low,53.4,2,DEMO_DATA,True
2026-08-29,paradip,25.1,medium,60.1,3,DEMO_DATA,True
2026-08-30,paradip,29.5,medium,63.6,3,DEMO_DATA,True
2026-08-31,paradip,23.8,low,59.1,2,DEMO_DATA,True
2026-09-01,paradip,16.2,low,52.9,2,DEMO_DATA,True
2026-09-02,paradip,16.4,low,53.1,2,DEMO_DATA,True
2026-09-03,paradip,16.9,low,53.5,2,DEMO_DATA,True
2026-09-04,paradip,16.2,low,53.0,2,DEMO_DATA,True
2026-09-05,paradip,18.0,low,54.4,2,DEMO_DATA,True
2026-09-06,paradip,13.9,low,51.1,1,DEMO_DATA,True
2026-09-07,paradip,12.4,low,49.9,1,DEMO_DATA,True
2026-09-08,paradip,12.4,low,50.0,1,DEMO_DATA,True
2026-09-09,paradip,13.1,low,50.5,1,DEMO_DATA,True
2026-09-10,paradip,21.3,low,57.0,2,DEMO_DATA,True
2026-09-11,paradip,19.8,low,55.8,2,DEMO_DATA,True
2026-09-12,paradip,18.5,low,54.8,2,DEMO_DATA,True
2026-09-13,paradip,23.1,low,58.5,2,DEMO_DATA,True
2026-09-14,paradip,28.0,medium,62.4,3,DEMO_DATA,True
2020-01-01,visakhapatnam,27.0,medium,61.6,3,DEMO_DATA,True
2020-01-02,visakhapatnam,33.9,medium,67.1,4,DEMO_DATA,True
2020-01-03,visakhapatnam,36.6,medium,69.3,4,DEMO_DATA,True
2020-01-04,visakhapatnam,35.7,medium,68.6,4,DEMO_DATA,True
2020-01-05,visakhapatnam,45.6,medium,76.5,5,DEMO_DATA,True
2020-01-06,visakhapatnam,44.8,medium,75.8,5,DEMO_DATA,True
2020-01-07,visakhapatnam,42.6,medium,74.1,5,DEMO_DATA,True
2020-01-08,visakhapatnam,34.1,medium,67.3,4,DEMO_DATA,True
2020-01-09,visakhapatnam,39.7,medium,71.7,4,DEMO_DATA,True
2020-01-10,visakhapatnam,33.8,medium,67.0,4,DEMO_DATA,True
2020-01-11,visakhapatnam,29.7,medium,63.8,3,DEMO_DATA,True
2020-01-12,visakhapatnam,40.1,medium,72.0,5,DEMO_DATA,True
2020-01-13,visakhapatnam,45.5,medium,76.4,5,DEMO_DATA,True
2020-01-14,visakhapatnam,47.4,medium,77.9,5,DEMO_DATA,True
2020-01-15,visakhapatnam,52.1,high,81.7,6,DEMO_DATA,True
2020-01-16,visakhapatnam,52.9,high,82.3,6,DEMO_DATA,True
2020-01-17,visakhapatnam,54.8,high,83.8,6,DEMO_DATA,True
2020-01-18,visakhapatnam,62.8,high,90.2,7,DEMO_DATA,True
2020-01-19,visakhapatnam,62.3,high,89.8,7,DEMO_DATA,True
2020-01-20,visakhapatnam,60.1,high,88.1,7,DEMO_DATA,True
2020-01-21,visakhapatnam,94.3,high,95.0,11,DEMO_DATA,True
2020-01-22,visakhapatnam,103.0,high,95.0,12,DEMO_DATA,True
2020-01-23,visakhapatnam,97.7,high,95.0,12,DEMO_DATA,True
2020-01-24,visakhapatnam,50.9,high,80.7,6,DEMO_DATA,True
2020-01-25,visakhapatnam,46.5,medium,77.2,5,DEMO_DATA,True
2020-01-26,visakhapatnam,41.3,medium,73.0,5,DEMO_DATA,True
2020-01-27,visakhapatnam,43.3,medium,74.6,5,DEMO_DATA,True
2020-01-28,visakhapatnam,32.0,medium,65.6,4,DEMO_DATA,True
2020-01-29,visakhapatnam,23.9,low,59.1,2,DEMO_DATA,True
2020-01-30,visakhapatnam,25.7,medium,60.5,3,DEMO_DATA,True
2020-01-31,visakhapatnam,25.6,medium,60.5,3,DEMO_DATA,True
2020-02-01,visakhapatnam,25.3,medium,60.2,3,DEMO_DATA,True
2020-02-02,visakhapatnam,21.6,low,57.3,2,DEMO_DATA,True
2020-02-03,visakhapatnam,8.8,low,47.0,1,DEMO_DATA,True
2020-02-04,visakhapatnam,10.0,low,48.0,1,DEMO_DATA,True
2020-02-05,visakhapatnam,9.0,low,47.2,1,DEMO_DATA,True
2020-02-06,visakhapatnam,8.4,low,46.7,1,DEMO_DATA,True
2020-02-07,visakhapatnam,10.3,low,48.2,1,DEMO_DATA,True
2020-02-08,visakhapatnam,12.1,low,49.6,1,DEMO_DATA,True
2020-02-09,visakhapatnam,14.4,low,51.5,1,DEMO_DATA,True
2020-02-10,visakhapatnam,14.5,low,51.6,1,DEMO_DATA,True
2020-02-11,visakhapatnam,22.1,low,57.7,2,DEMO_DATA,True
2020-02-12,visakhapatnam,20.6,low,56.5,2,DEMO_DATA,True
2020-02-13,visakhapatnam,18.8,low,55.1,2,DEMO_DATA,True
2020-02-14,visakhapatnam,28.0,medium,62.4,3,DEMO_DATA,True
2020-02-15,visakhapatnam,30.0,medium,64.0,3,DEMO_DATA,True
2020-02-16,visakhapatnam,25.8,medium,60.6,3,DEMO_DATA,True
2020-02-17,visakhapatnam,20.7,low,56.6,2,DEMO_DATA,True
2020-02-18,visakhapatnam,28.6,medium,62.9,3,DEMO_DATA,True
2020-02-19,visakhapatnam,33.3,medium,66.6,4,DEMO_DATA,True
2020-02-20,visakhapatnam,28.9,medium,63.1,3,DEMO_DATA,True
2020-02-21,visakhapatnam,28.3,medium,62.7,3,DEMO_DATA,True
2020-02-22,visakhapatnam,21.6,low,57.3,2,DEMO_DATA,True
2020-02-23,visakhapatnam,12.0,low,49.6,1,DEMO_DATA,True
2020-02-24,visakhapatnam,10.6,low,48.5,1,DEMO_DATA,True
2020-02-25,visakhapatnam,10.3,low,48.2,1,DEMO_DATA,True
2020-02-26,visakhapatnam,9.8,low,47.8,1,DEMO_DATA,True
2020-02-27,visakhapatnam,11.6,low,49.3,1,DEMO_DATA,True
2020-02-28,visakhapatnam,13.5,low,50.8,1,DEMO_DATA,True
2020-02-29,visakhapatnam,12.7,low,50.2,1,DEMO_DATA,True
2020-03-01,visakhapatnam,13.7,low,51.0,1,DEMO_DATA,True
2020-03-02,visakhapatnam,9.9,low,47.9,1,DEMO_DATA,True
2020-03-03,visakhapatnam,9.3,low,47.5,1,DEMO_DATA,True
2020-03-04,visakhapatnam,10.4,low,48.3,1,DEMO_DATA,True
2020-03-05,visakhapatnam,12.9,low,50.3,1,DEMO_DATA,True
2020-03-06,visakhapatnam,20.1,low,56.1,2,DEMO_DATA,True
2020-03-07,visakhapatnam,27.9,medium,62.3,3,DEMO_DATA,True
2020-03-08,visakhapatnam,22.3,low,57.9,2,DEMO_DATA,True
2020-03-09,visakhapatnam,28.6,medium,62.9,3,DEMO_DATA,True
2020-03-10,visakhapatnam,29.8,medium,63.9,3,DEMO_DATA,True
2020-03-11,visakhapatnam,31.3,medium,65.0,3,DEMO_DATA,True
2020-03-12,visakhapatnam,34.3,medium,67.5,4,DEMO_DATA,True
2020-03-13,visakhapatnam,34.4,medium,67.5,4,DEMO_DATA,True
2020-03-14,visakhapatnam,30.5,medium,64.4,3,DEMO_DATA,True
2020-03-15,visakhapatnam,28.7,medium,62.9,3,DEMO_DATA,True
2020-03-16,visakhapatnam,40.3,medium,72.3,5,DEMO_DATA,True
2020-03-17,visakhapatnam,34.9,medium,67.9,4,DEMO_DATA,True
2020-03-18,visakhapatnam,44.0,medium,75.2,5,DEMO_DATA,True
2020-03-19,visakhapatnam,50.7,high,80.6,6,DEMO_DATA,True
2020-03-20,visakhapatnam,63.5,high,90.8,7,DEMO_DATA,True
2020-03-21,visakhapatnam,63.4,high,90.7,7,DEMO_DATA,True
2020-03-22,visakhapatnam,50.7,high,80.6,6,DEMO_DATA,True
2020-03-23,visakhapatnam,46.1,medium,76.9,5,DEMO_DATA,True
2020-03-24,visakhapatnam,51.9,high,81.5,6,DEMO_DATA,True
2020-03-25,visakhapatnam,36.8,medium,69.5,4,DEMO_DATA,True
2020-03-26,visakhapatnam,40.1,medium,72.1,5,DEMO_DATA,True
2020-03-27,visakhapatnam,39.7,medium,71.8,4,DEMO_DATA,True
2020-03-28,visakhapatnam,36.2,medium,68.9,4,DEMO_DATA,True
2020-03-29,visakhapatnam,30.2,medium,64.1,3,DEMO_DATA,True
2020-03-30,visakhapatnam,28.5,medium,62.8,3,DEMO_DATA,True
2020-03-31,visakhapatnam,26.7,medium,61.4,3,DEMO_DATA,True
2020-04-01,visakhapatnam,25.5,medium,60.4,3,DEMO_DATA,True
2020-04-02,visakhapatnam,33.0,medium,66.4,4,DEMO_DATA,True
2020-04-03,visakhapatnam,33.5,medium,66.8,4,DEMO_DATA,True
2020-04-04,visakhapatnam,29.8,medium,63.9,3,DEMO_DATA,True
2020-04-05,visakhapatnam,33.1,medium,66.5,4,DEMO_DATA,True
2020-04-06,visakhapatnam,38.9,medium,71.2,4,DEMO_DATA,True
2020-04-07,visakhapatnam,36.4,medium,69.1,4,DEMO_DATA,True
2020-04-08,visakhapatnam,39.5,medium,71.6,4,DEMO_DATA,True
2020-04-09,visakhapatnam,31.0,medium,64.8,3,DEMO_DATA,True
2020-04-10,visakhapatnam,36.5,medium,69.2,4,DEMO_DATA,True
2020-04-11,visakhapatnam,41.7,medium,73.4,5,DEMO_DATA,True
2020-04-12,visakhapatnam,41.8,medium,73.4,5,DEMO_DATA,True
2020-04-13,visakhapatnam,44.1,medium,75.3,5,DEMO_DATA,True
2020-04-14,visakhapatnam,28.7,medium,62.9,3,DEMO_DATA,True
2020-04-15,visakhapatnam,35.1,medium,68.1,4,DEMO_DATA,True
2020-04-16,visakhapatnam,41.0,medium,72.8,5,DEMO_DATA,True
2020-04-17,visakhapatnam,47.6,medium,78.0,5,DEMO_DATA,True
2020-04-18,visakhapatnam,27.8,medium,62.2,3,DEMO_DATA,True
2020-04-19,visakhapatnam,35.0,medium,68.0,4,DEMO_DATA,True
2020-04-20,visakhapatnam,32.9,medium,66.3,4,DEMO_DATA,True
2020-04-21,visakhapatnam,27.4,medium,61.9,3,DEMO_DATA,True
2020-04-22,visakhapatnam,22.5,low,58.0,2,DEMO_DATA,True
2020-04-23,visakhapatnam,22.3,low,57.8,2,DEMO_DATA,True
2020-04-24,visakhapatnam,23.3,low,58.7,2,DEMO_DATA,True
2020-04-25,visakhapatnam,23.1,low,58.5,2,DEMO_DATA,True
2020-04-26,visakhapatnam,21.2,low,56.9,2,DEMO_DATA,True
2020-04-27,visakhapatnam,20.0,low,56.0,2,DEMO_DATA,True
2020-04-28,visakhapatnam,19.8,low,55.8,2,DEMO_DATA,True
2020-04-29,visakhapatnam,17.2,low,53.8,2,DEMO_DATA,True
2020-04-30,visakhapatnam,22.5,low,58.0,2,DEMO_DATA,True
2020-05-01,visakhapatnam,28.5,medium,62.8,3,DEMO_DATA,True
2020-05-02,visakhapatnam,33.6,medium,66.9,4,DEMO_DATA,True
2020-05-03,visakhapatnam,33.3,medium,66.6,4,DEMO_DATA,True
2020-05-04,visakhapatnam,24.9,medium,59.9,3,DEMO_DATA,True
2020-05-05,visakhapatnam,22.7,low,58.2,2,DEMO_DATA,True
2020-05-06,visakhapatnam,18.9,low,55.1,2,DEMO_DATA,True
2020-05-07,visakhapatnam,16.7,low,53.4,2,DEMO_DATA,True
2020-05-08,visakhapatnam,14.0,low,51.2,1,DEMO_DATA,True
2020-05-09,visakhapatnam,15.7,low,52.6,1,DEMO_DATA,True
2020-05-10,visakhapatnam,10.5,low,48.4,1,DEMO_DATA,True
2020-05-11,visakhapatnam,11.9,low,49.5,1,DEMO_DATA,True
2020-05-12,visakhapatnam,8.4,low,46.7,1,DEMO_DATA,True
2020-05-13,visakhapatnam,9.9,low,47.9,1,DEMO_DATA,True
2020-05-14,visakhapatnam,10.6,low,48.5,1,DEMO_DATA,True
2020-05-15,visakhapatnam,10.3,low,48.2,1,DEMO_DATA,True
2020-05-16,visakhapatnam,9.1,low,47.3,1,DEMO_DATA,True
2020-05-17,visakhapatnam,8.5,low,46.8,1,DEMO_DATA,True
2020-05-18,visakhapatnam,8.4,low,46.7,1,DEMO_DATA,True
2020-05-19,visakhapatnam,8.4,low,46.7,1,DEMO_DATA,True
2020-05-20,visakhapatnam,8.4,low,46.7,1,DEMO_DATA,True
2020-05-21,visakhapatnam,8.4,low,46.7,1,DEMO_DATA,True
2020-05-22,visakhapatnam,9.7,low,47.8,1,DEMO_DATA,True
2020-05-23,visakhapatnam,11.2,low,49.0,1,DEMO_DATA,True
2020-05-24,visakhapatnam,14.2,low,51.4,1,DEMO_DATA,True
2020-05-25,visakhapatnam,16.4,low,53.1,2,DEMO_DATA,True
2020-05-26,visakhapatnam,19.2,low,55.4,2,DEMO_DATA,True
2020-05-27,visakhapatnam,20.4,low,56.3,2,DEMO_DATA,True
2020-05-28,visakhapatnam,22.4,low,57.9,2,DEMO_DATA,True
2020-05-29,visakhapatnam,10.6,low,48.5,1,DEMO_DATA,True
2020-05-30,visakhapatnam,10.3,low,48.2,1,DEMO_DATA,True
2020-05-31,visakhapatnam,9.1,low,47.3,1,DEMO_DATA,True
2020-06-01,visakhapatnam,11.5,low,49.2,1,DEMO_DATA,True
2020-06-02,visakhapatnam,16.5,low,53.2,2,DEMO_DATA,True
2020-06-03,visakhapatnam,19.9,low,55.9,2,DEMO_DATA,True
2020-06-04,visakhapatnam,18.5,low,54.8,2,DEMO_DATA,True
2020-06-05,visakhapatnam,16.0,low,52.8,1,DEMO_DATA,True
2020-06-06,visakhapatnam,17.5,low,54.0,2,DEMO_DATA,True
2020-06-07,visakhapatnam,24.5,medium,59.6,3,DEMO_DATA,True
2020-06-08,visakhapatnam,17.0,low,53.6,2,DEMO_DATA,True
2020-06-09,visakhapatnam,16.5,low,53.2,2,DEMO_DATA,True
2020-06-10,visakhapatnam,20.7,low,56.6,2,DEMO_DATA,True
2020-06-11,visakhapatnam,23.2,low,58.6,2,DEMO_DATA,True
2020-06-12,visakhapatnam,19.9,low,55.9,2,DEMO_DATA,True
2020-06-13,visakhapatnam,21.0,low,56.8,2,DEMO_DATA,True
2020-06-14,visakhapatnam,21.4,low,57.2,2,DEMO_DATA,True
2020-06-15,visakhapatnam,19.6,low,55.7,2,DEMO_DATA,True
2020-06-16,visakhapatnam,20.8,low,56.7,2,DEMO_DATA,True
2020-06-17,visakhapatnam,19.7,low,55.8,2,DEMO_DATA,True
2020-06-18,visakhapatnam,16.5,low,53.2,2,DEMO_DATA,True
2020-06-19,visakhapatnam,20.0,low,56.0,2,DEMO_DATA,True
2020-06-20,visakhapatnam,20.0,low,56.0,2,DEMO_DATA,True
2020-06-21,visakhapatnam,18.0,low,54.4,2,DEMO_DATA,True
2020-06-22,visakhapatnam,31.7,medium,65.4,3,DEMO_DATA,True
2020-06-23,visakhapatnam,29.5,medium,63.6,3,DEMO_DATA,True
2020-06-24,visakhapatnam,27.4,medium,61.9,3,DEMO_DATA,True
2020-06-25,visakhapatnam,29.8,medium,63.9,3,DEMO_DATA,True
2020-06-26,visakhapatnam,28.5,medium,62.8,3,DEMO_DATA,True
2020-06-27,visakhapatnam,30.2,medium,64.2,3,DEMO_DATA,True
2020-06-28,visakhapatnam,22.9,low,58.3,2,DEMO_DATA,True
2020-06-29,visakhapatnam,24.9,medium,59.9,3,DEMO_DATA,True
2020-06-30,visakhapatnam,22.2,low,57.7,2,DEMO_DATA,True
2020-07-01,visakhapatnam,25.0,medium,60.0,3,DEMO_DATA,True
2020-07-02,visakhapatnam,27.9,medium,62.3,3,DEMO_DATA,True
2020-07-03,visakhapatnam,29.1,medium,63.3,3,DEMO_DATA,True
2020-07-04,visakhapatnam,29.2,medium,63.3,3,DEMO_DATA,True
2020-07-05,visakhapatnam,30.2,medium,64.1,3,DEMO_DATA,True
2020-07-06,visakhapatnam,22.3,low,57.8,2,DEMO_DATA,True
2020-07-07,visakhapatnam,27.1,medium,61.7,3,DEMO_DATA,True
2020-07-08,visakhapatnam,25.8,medium,60.7,3,DEMO_DATA,True
2020-07-09,visakhapatnam,25.6,medium,60.5,3,DEMO_DATA,True
2020-07-10,visakhapatnam,31.7,medium,65.3,3,DEMO_DATA,True
2020-07-11,visakhapatnam,28.9,medium,63.1,3,DEMO_DATA,True
2020-07-12,visakhapatnam,36.3,medium,69.1,4,DEMO_DATA,True
2020-07-13,visakhapatnam,42.7,medium,74.2,5,DEMO_DATA,True
2020-07-14,visakhapatnam,36.9,medium,69.5,4,DEMO_DATA,True
2020-07-15,visakhapatnam,36.6,medium,69.3,4,DEMO_DATA,True
2020-07-16,visakhapatnam,40.0,medium,72.0,4,DEMO_DATA,True
2020-07-17,visakhapatnam,39.2,medium,71.4,4,DEMO_DATA,True
2020-07-18,visakhapatnam,45.3,medium,76.3,5,DEMO_DATA,True
2020-07-19,visakhapatnam,33.6,medium,66.9,4,DEMO_DATA,True
2020-07-20,visakhapatnam,42.3,medium,73.8,5,DEMO_DATA,True
2020-07-21,visakhapatnam,38.4,medium,70.8,4,DEMO_DATA,True
2020-07-22,visakhapatnam,39.1,medium,71.3,4,DEMO_DATA,True
2020-07-23,visakhapatnam,31.9,medium,65.5,3,DEMO_DATA,True
2020-07-24,visakhapatnam,36.2,medium,68.9,4,DEMO_DATA,True
2020-07-25,visakhapatnam,29.5,medium,63.6,3,DEMO_DATA,True
2020-07-26,visakhapatnam,28.6,medium,62.9,3,DEMO_DATA,True
2020-07-27,visakhapatnam,32.6,medium,66.0,4,DEMO_DATA,True
2020-07-28,visakhapatnam,32.3,medium,65.8,4,DEMO_DATA,True
2020-07-29,visakhapatnam,24.8,medium,59.8,3,DEMO_DATA,True
2020-07-30,visakhapatnam,22.4,low,57.9,2,DEMO_DATA,True
2020-07-31,visakhapatnam,21.4,low,57.1,2,DEMO_DATA,True
2020-08-01,visakhapatnam,18.5,low,54.8,2,DEMO_DATA,True
2020-08-02,visakhapatnam,16.8,low,53.4,2,DEMO_DATA,True
2020-08-03,visakhapatnam,25.6,medium,60.4,3,DEMO_DATA,True
2020-08-04,visakhapatnam,27.5,medium,62.0,3,DEMO_DATA,True
2020-08-05,visakhapatnam,26.3,medium,61.0,3,DEMO_DATA,True
2020-08-06,visakhapatnam,21.6,low,57.2,2,DEMO_DATA,True
2020-08-07,visakhapatnam,24.1,medium,59.3,3,DEMO_DATA,True
2020-08-08,visakhapatnam,27.1,medium,61.7,3,DEMO_DATA,True
2020-08-09,visakhapatnam,20.9,low,56.7,2,DEMO_DATA,True
2020-08-10,visakhapatnam,22.6,low,58.1,2,DEMO_DATA,True
2020-08-11,visakhapatnam,22.5,low,58.0,2,DEMO_DATA,True
2020-08-12,visakhapatnam,20.1,low,56.1,2,DEMO_DATA,True
2020-08-13,visakhapatnam,22.4,low,57.9,2,DEMO_DATA,True
2020-08-14,visakhapatnam,20.9,low,56.7,2,DEMO_DATA,True
2020-08-15,visakhapatnam,25.5,medium,60.4,3,DEMO_DATA,True
2020-08-16,visakhapatnam,25.1,medium,60.1,3,DEMO_DATA,True
2020-08-17,visakhapatnam,14.5,low,51.6,1,DEMO_DATA,True
2020-08-18,visakhapatnam,16.2,low,52.9,2,DEMO_DATA,True
2020-08-19,visakhapatnam,18.2,low,54.6,2,DEMO_DATA,True
2020-08-20,visakhapatnam,25.4,medium,60.3,3,DEMO_DATA,True
2020-08-21,visakhapatnam,26.8,medium,61.4,3,DEMO_DATA,True
2020-08-22,visakhapatnam,34.4,medium,67.5,4,DEMO_DATA,True
2020-08-23,visakhapatnam,26.0,medium,60.8,3,DEMO_DATA,True
2020-08-24,visakhapatnam,19.9,low,55.9,2,DEMO_DATA,True
2020-08-25,visakhapatnam,15.4,low,52.3,1,DEMO_DATA,True
2020-08-26,visakhapatnam,16.4,low,53.1,2,DEMO_DATA,True
2020-08-27,visakhapatnam,16.5,low,53.2,2,DEMO_DATA,True
2020-08-28,visakhapatnam,16.4,low,53.1,2,DEMO_DATA,True
2020-08-29,visakhapatnam,13.7,low,51.0,1,DEMO_DATA,True
2020-08-30,visakhapatnam,16.9,low,53.5,2,DEMO_DATA,True
2020-08-31,visakhapatnam,15.6,low,52.5,1,DEMO_DATA,True
2020-09-01,visakhapatnam,14.3,low,51.4,1,DEMO_DATA,True
